user,seance,ax_me,ax_sd,ax_mcr,ax_mai,ay_me,ay_sd,ay_mcr,ay_mai,az_me,az_sd,az_mcr,az_mai,a_me,a_sd,a_mcr,a_mai,gx_me,gx_sd,gx_mcr,gy_me,gy_sd,gy_mcr,gz_me,gz_sd,gz_mcr,g_me,g_sd,g_mcr,fa_me,fa_sd,fa_mcr,fb_me,fb_sd,fb_mcr,fc_me,fc_sd,fc_mcr,fd_me,fd_sd,fd_mcr,ca_me,ca_sd,ca_min,ca_max,ca_mcr,cb_me,cb_sd,cb_min,cb_max,cb_mcr,cc_me,cc_sd,cc_min,cc_max,cc_mcr,cd_me,cd_sd,cd_min,cd_max,cd_mcr,c_me,c_sd,c_min,c_max,c_mcr,m_me,m_sd,m_min,m_max,m_jc,m_jr,m_jv,m_iji,ns_me,ns_sd,ns_sum,ns_jc,ns_jr,ns_jv,ns_iji,nr_me,nr_sd,nr_sum,nr_jc,nr_jr,nr_jv,nr_iji,ir_me,ir_sd
7,132,0.021289673324043967,0.004140978648386165,0.260761845772685,0.003186745122328894,-0.026703313719417778,0.004881905922179779,0.43750967941768626,0.004542357131794949,0.8772855373180551,0.005538729725492227,0.43797429146662537,0.005418925197460125,0.8779733682380353,0.0055375936545961095,0.43797429146662537,0.005504281047930764,-0.5315562093527407,0.09549617788210468,0.522069072324609,1.7973288943945496,0.1143129688665501,0.5251664859842032,-1.7206178383400434,0.09726520181231234,0.5267151928140003,2.548301849545916,0.10617947949853607,0.525785968716122,701.1448516579406,0.8251895042714306,0.36044684936289056,552.9655652173913,0.558753568305848,0.3144894764306836,614.9766794291681,0.4927025854556437,0.2433420365535248,nan,nan,0,31.811999999999998,10.520164257272793,6.8,50.0,0.4583333333333333,20.112000000000002,9.231611776932562,1.3,40.3,0.375,31.728,7.954697731529465,16.7,45.9,0.625,17.604,8.887990999095353,2.8,31.5,0.5416666666666666,55.318491136703805,3.331266779833394,50.27365115047842,61.964909424609026,0.4583333333333333,37.81,0.02618914004394658,37.8,37.9,0,0.0,nan,nan,10374.384615384615,60.31078288784169,197.0,0,0.0,nan,nan,13272.807692307691,62.08556083265517,203.0,1,0.04,17.0,nan,1.6666666666666667,0.7453559924999299
7,132,0.021194029850746265,0.00407412047015836,0.25163491612169464,0.0031106056297981227,-0.026711199545196143,0.004864525634317857,0.445771144278607,0.00461691542288557,0.8772001137009665,0.005515524628326268,0.434683724235963,0.0053276474769012126,0.8778851002786408,0.005516354648185755,0.4347455217514927,0.005414659556134002,-0.5335019897669131,0.09493206254862531,0.520682302771855,1.7947768618533257,0.11384823140637262,0.5182658137882018,-1.722630756111427,0.10019906615013405,0.5320540156361052,2.548294514328348,0.1073010541693636,0.5142857142857142,701.594581440623,0.5433598668101668,0.4226837579101087,553.0944588464031,0.5504270557530359,0.36509479824987845,615.1756888168558,0.5113862880249739,0.3622953477062733,nan,nan,0,28.581481481481486,8.18100949294958,9.7,48.6,0.38461538461538464,23.92962962962963,10.193527896363305,4.2,44.4,0.4230769230769231,32.55555555555556,10.180858340199508,15.3,58.1,0.6153846153846154,18.774074074074072,11.667288637153929,4.1,55.4,0.5384615384615384,56.36018468853657,6.000026884505565,51.57024335796759,83.27316494525712,0.5,37.76,0.049731741730534955,37.7,37.8,0,0.0,nan,nan,10584.285714285714,64.41875123133079,213.0,0,0.0,nan,nan,13484.82142857143,62.59338941101675,207.0,0,0.0,nan,nan,0.6666666666666666,0.9428090415820634
7,132,0.02129237288135593,0.004070185325098426,0.2580277098614507,0.0030986145069274653,-0.026704693611473276,0.00484049534447871,0.4410757946210269,0.004544417277913609,0.87745925684485,0.005609666035791982,0.42950285248573755,0.005488182559087209,0.8781464845530339,0.0056098173285589956,0.42950285248573755,0.005573737221100582,-0.5345127118644069,0.09658742266208878,0.5126324368378158,1.7925016297262062,0.11285345748209097,0.5098614506927466,-1.721417861799218,0.09921979259646599,0.5274653626731867,2.5461109646594022,0.10617882370490675,0.5119804400977995,701.783588363881,0.49386316731805924,0.3705011772620249,553.2356302521008,0.5560434035647178,0.4348630021852412,615.4004037685061,0.5147617395899686,0.4840989399293286,nan,nan,0,32.534615384615385,8.51184434084883,13.5,48.0,0.56,16.56923076923077,9.558877035379984,4.2,45.2,0.52,32.292307692307695,11.082207606961124,11.0,55.6,0.48,19.726923076923075,12.151624066585558,1.4,47.3,0.64,56.46967021428377,3.2345787571468367,52.19281559755135,63.90962368845556,0.64,37.69,0.026189140043946575,37.6,37.7,0,0.0,nan,nan,10809.037037037036,62.80332704178296,211.0,0,0.0,nan,nan,13705.444444444445,63.371528443646916,213.0,0,0.0,nan,nan,1.3333333333333333,0.9428090415820634
7,132,0.021317789291882553,0.004047329397385252,0.26394886854378996,0.0031231646225600273,-0.026661485319516412,0.0048280719006057,0.44480912074624285,0.0045551908792537555,0.8773056994818653,0.005531647243742619,0.43617205044049057,0.005410260839523238,0.877992172386222,0.005532520798050391,0.43617205044049057,0.005492810926811001,-0.5323661485319516,0.09513701034105625,0.5075142511660045,1.7931226252158896,0.11353888420847341,0.4962860597685265,-1.7216632124352331,0.09885500212231317,0.5097598894455001,2.5462419175439974,0.10579801494868649,0.5147693902228364,701.9478026336665,0.4463661637024143,0.23072040622024753,553.47772119669,0.5808147671058238,0.47763807098519817,615.5651896716608,0.5266014820169083,0.46070460704607047,nan,nan,0,26.750000000000004,10.352935295401455,13.5,56.8,0.48,24.915384615384614,10.578559313997502,4.1,41.7,0.36,31.81923076923077,7.859537040132015,16.7,45.2,0.52,19.0,10.056303036863536,2.7,37.5,0.52,55.49463508816981,3.484042673956412,51.69545434561921,69.05570215413061,0.52,37.6,0.0,37.6,37.6,0,0.0,nan,nan,11039.464285714286,74.61543412863107,235.0,1,0.04,25.0,nan,13933.57142857143,70.82494948383483,227.0,1,0.04,20.0,nan,0.3333333333333333,0.74535599249993
7,132,0.02100203804347826,0.009898328041658945,0.2605741464243248,0.0049396976388652964,-0.026893682065217396,0.006169115817927592,0.44131136402242227,0.00507898759979616,0.8775271739130435,0.027750819037113555,0.41922880924069983,0.012366230677764573,0.8782713495307357,0.027638309128876482,0.41922880924069983,0.012439817867783835,-0.531751019021739,0.2511824776081833,0.4783421097333107,1.7904636548913044,0.5661445089347488,0.47324613555291317,-1.7226732336956518,0.10308367362128983,0.5092576864277221,2.5848343221385917,0.4110867654458858,0.4348564633939188,697.2545153272576,5.936994020927506,0.016407026847862115,561.7309778142975,8.955221487777553,0.005424063116370809,655.8970369144181,43.24467171429333,0.0004966887417218543,nan,nan,0,38.76538461538461,17.597682153049682,15.1,88.5,0.28,36.207692307692305,17.331117480880877,16.2,81.1,0.4,38.56153846153846,17.922419928532936,5.4,78.1,0.4,35.32307692307693,16.505344302150874,12.5,76.7,0.32,76.3229354001908,30.446003798247748,51.550848683605594,162.45602481902603,0.24,38.52,1.4281128011608553,37.4,41.9,4,0.15,0.88,3.67,11607.884615384615,568.5911960493692,1776.0,2,0.08,245.0,2.0,14634.346153846154,796.3507123752648,2461.0,1,0.04,508.0,nan,1.1666666666666667,0.6871842709362769
7,132,0.020701333732953693,0.0044394752196911256,0.20833333333333334,0.0031085131894484407,-0.027068784654578154,0.004985599340679693,0.41831534772182255,0.004431954436450838,0.8772366252060543,0.010546603056231979,0.44394484412470026,0.007101318944844131,0.8779230332438013,0.010597386514966571,0.44394484412470026,0.007174688952650213,-0.5341240821219841,0.10282646143812962,0.5211330935251799,1.7961831260302712,0.13824697471656036,0.4877098321342926,-1.7230226285029222,0.10016690221615027,0.5208333333333334,2.55053974817252,0.1218000170503058,0.5115407673860911,692.3162918621582,1.1382830510894268,0.1540453074433657,570.348379816218,2.4349724759746896,0.16075459529184133,701.6003876595057,5.910812924474974,0.11906300484652665,nan,nan,0,45.659259259259265,13.597528622381656,21.9,75.0,0.46153846153846156,34.13333333333333,19.640792772715177,11.0,77.1,0.34615384615384615,40.02222222222222,18.029139650665805,17.6,82.2,0.2692307692307692,38.522222222222226,15.874119009286394,16.9,72.6,0.2692307692307692,81.35649310845471,29.400754453368968,51.84525050571171,142.09243470361116,0.2692307692307692,41.09,0.3999405425489093,40.6,42.4,3,0.11,0.63,3.5,13550.714285714286,347.81931445824586,1290.0,2,0.07,207.0,9.0,17433.035714285714,565.8490764293235,2256.0,2,0.07,315.5,9.0,0.16666666666666666,0.372677996249965
7,132,0.02012004466778336,0.013938810813666182,0.23202568756107775,0.007801200614267765,-0.026599664991624795,0.007275083096338052,0.45036995672204383,0.005832751640374143,0.8779187604690117,0.041588819603969325,0.39410861370933964,0.021590115873237475,0.8786912248562208,0.04162075102914551,0.39410861370933964,0.021674498736568744,-0.5339182021217197,0.33717743980964826,0.43459444366885386,1.7986711334450027,0.8568260048056561,0.3530643585090046,-1.6196914700544465,0.8965132653354069,0.2736665735827981,2.666746667680178,0.8269640498521992,0.27827422507679417,706.8762714690679,7.124634197245756,0.03785857238158773,600.5622704507513,44.032455538555915,0.004341292369343797,649.0252785631133,27.801660733501688,0.004324683965402528,nan,nan,0,37.5,15.578857467734919,11.8,81.8,0.5416666666666666,29.892000000000003,17.523559455772677,8.1,82.2,0.2916666666666667,36.50000000000001,14.811590056438911,19.2,78.7,0.3333333333333333,34.516000000000005,18.51506802579996,9.5,80.0,0.4583333333333333,72.22472194425166,26.813100157861896,53.02489981131506,157.60003172588515,0.375,42.99,0.673325587616255,42.1,44.2,1,0.04,0.8,nan,15096.962962962964,199.45713017188942,1042.0,0,0.0,nan,nan,20209.11111111111,324.15466511154864,1681.0,1,0.04,104.0,nan,0.5,0.5
7,132,0.02,0.00923356600987621,0.19974821653378094,0.005474891593229823,-0.02651979297803889,0.006188764352395791,0.44404029099048686,0.005187465025181869,0.8773380892432509,0.030540072344146685,0.4002518186905428,0.015393116955791838,0.8780321724096655,0.030678884601321826,0.4002518186905428,0.015496233452125783,-0.535300041963911,0.337312799434277,0.48642977056519304,1.7907483564134843,0.6569809227814407,0.4005316172355904,-1.7171860139860142,0.10853943410318835,0.516855504266331,2.5950933611163207,0.5145088398042645,0.3767487409065473,708.941254343869,5.3383941383325135,0.044356173452499176,600.2170671085336,34.884450383464426,0.006131919124958568,650.2309267793139,23.29447629926322,0.009559576647319904,nan,nan,0,33.715384615384615,9.835050831188978,9.9,54.5,0.4,24.51923076923077,7.802170271581206,8.1,45.3,0.36,35.088461538461544,8.65924703260033,9.3,49.3,0.28,27.02307692307692,9.62621851197222,14.9,55.4,0.36,62.28210330425839,12.064617383616858,52.408777890731244,100.78109941849216,0.4,42.0,0.3458758477269215,41.7,43.0,0,0.0,nan,nan,15461.851851851852,146.82383087014676,546.0,1,0.04,262.0,nan,20703.666666666668,198.9518832578668,728.0,2,0.08,228.0,11.0,0.0,0.0
7,132,0.02007988938392994,0.00726724095778298,0.18162261831591886,0.00420559311616472,-0.026638500537717012,0.005383586804114765,0.45021511985248924,0.004929317762753533,0.8772622522660931,0.021808723560051733,0.43162261831591886,0.010259680393362022,0.8779440928674765,0.021759065696516214,0.43162261831591886,0.010321600617447904,-0.5295421723767092,0.16678161248830978,0.5075291948371236,1.7902642495006913,0.3925715092100111,0.47618315918869086,-1.7171777538792443,0.10141134589011119,0.5208973570989551,2.5583000084833114,0.2854369589955792,0.477719729563614,698.8912029323559,10.356169296847641,0.0004999166805532411,597.4742182302062,30.442760124802216,0.0018299783729828648,693.3727348295927,22.755070606853064,0.0003325573661456601,nan,nan,0,37.86153846153846,10.70765638809183,18.9,68.8,0.4,23.13076923076923,11.643973985607953,6.8,67.1,0.44,32.230769230769226,10.482614516454934,20.5,68.8,0.36,35.98846153846154,11.721358772740041,15.3,74.0,0.44,67.33997427812106,16.289867626807666,54.642657329233174,139.44636961929126,0.24,42.92,0.22047606191500985,42.5,43.3,1,0.04,0.6,nan,16130.74074074074,228.37551801601006,648.0,1,0.04,242.0,nan,21579.444444444445,249.59527733740435,725.0,3,0.12,116.33,7.0,0.5,0.5
7,132,0.020096583537552254,0.009025098259386827,0.18180507497116494,0.004286332179930795,-0.026616693094997843,0.007370952997792133,0.4540080738177624,0.00520905420991926,0.8772754793138245,0.03459668270148362,0.39287773933102654,0.012094867358708196,0.8781077139062908,0.031371072748590634,0.39287773933102654,0.011892760839741692,-0.528771803373216,0.25772128136346956,0.48587081891580164,1.791350727980395,0.5378654767768413,0.459919261822376,-1.7154548075536977,0.10511139644540274,0.5253748558246828,2.58262725054346,0.35794785629555415,0.4331026528258362,694.795665634675,7.082876839412651,0.016623207301173403,569.7704356338718,13.286690338194347,0.0017950391644908617,676.1526581043732,34.141737078009804,0.0011382113821138211,nan,nan,0,29.20384615384615,7.841285254208637,14.8,46.8,0.32,23.146153846153844,8.006066486840837,10.8,40.5,0.6,31.423076923076927,6.466202529145602,21.6,47.4,0.4,34.25769230769231,8.706459718416113,13.7,60.8,0.44,60.86829211120406,9.373174493228957,51.935536966512636,95.30975815728418,0.24,42.49,0.1779632500471569,42.3,42.8,0,0.0,nan,nan,16682.321428571428,95.30891637625689,298.0,1,0.04,44.0,nan,22176.821428571428,105.76424374571039,322.0,2,0.07,36.5,11.0,0.3333333333333333,0.4714045207910317
